Datum;Uhrzeit;Generation_DE A[MW];Generation_DE B[MW]
26.04.2020;00:00;0;595
26.04.2020;01:00;0;383
26.04.2020;02:00;0;307
26.04.2020;03:00;0;325
26.04.2020;04:00;0;495
26.04.2020;05:00;0;414
26.04.2020;06:00;0;341
26.04.2020;07:00;0;324
26.04.2020;08:00;0;331
26.04.2020;09:00;0;332
26.04.2020;10:00;0;330
26.04.2020;11:00;0;333
26.04.2020;12:00;0;378
26.04.2020;13:00;0;383
26.04.2020;14:00;0;402
26.04.2020;15:00;0;405
26.04.2020;16:00;0;410
26.04.2020;17:00;88;424
26.04.2020;18:00;287;682
26.04.2020;19:00;288;719
26.04.2020;20:00;350;749
26.04.2020;21:00;439;751
26.04.2020;22:00;445;757
26.04.2020;23:00;364;699
27.04.2020;00:00;332;369
27.04.2020;01:00;292;335
27.04.2020;02:00;299;311
27.04.2020;03:00;303;312
27.04.2020;04:00;349;353
27.04.2020;05:00;393;414
27.04.2020;06:00;660;681
27.04.2020;07:00;737;736
27.04.2020;08:00;734;730
27.04.2020;09:00;729;724
27.04.2020;10:00;634;634
27.04.2020;11:00;557;573
27.04.2020;12:00;511;531
27.04.2020;13:00;414;429
27.04.2020;14:00;361;367
27.04.2020;15:00;355;381
27.04.2020;16:00;368;377
27.04.2020;17:00;647;684
27.04.2020;18:00;699;711
27.04.2020;19:00;701;724
27.04.2020;20:00;694;716
27.04.2020;21:00;704;722
27.04.2020;22:00;703;715
27.04.2020;23:00;701;712
28.04.2020;00:00;708;717
28.04.2020;01:00;633;672
28.04.2020;02:00;517;641
28.04.2020;03:00;464;647
28.04.2020;04:00;449;632
28.04.2020;05:00;587;660
28.04.2020;06:00;663;704
28.04.2020;07:00;676;718
28.04.2020;08:00;693;715
28.04.2020;09:00;682;721
28.04.2020;10:00;684;719
28.04.2020;11:00;700;718
28.04.2020;12:00;680;714
28.04.2020;13:00;696;704
28.04.2020;14:00;683;711
28.04.2020;15:00;682;714
28.04.2020;16:00;673;715
28.04.2020;17:00;668;711
28.04.2020;18:00;692;714
28.04.2020;19:00;691;715
28.04.2020;20:00;706;712
28.04.2020;21:00;688;716
28.04.2020;22:00;666;674
28.04.2020;23:00;475;441
29.04.2020;00:00;344;377
29.04.2020;01:00;342;301
29.04.2020;02:00;341;306
29.04.2020;03:00;349;349
29.04.2020;04:00;436;369
29.04.2020;05:00;396;445
29.04.2020;06:00;639;685
29.04.2020;07:00;692;714
29.04.2020;08:00;697;713
29.04.2020;09:00;703;716
29.04.2020;10:00;693;721
29.04.2020;11:00;694;714
29.04.2020;12:00;654;683
29.04.2020;13:00;483;475
29.04.2020;14:00;404;479
29.04.2020;15:00;365;375
29.04.2020;16:00;554;534
29.04.2020;17:00;671;712
29.04.2020;18:00;682;710
29.04.2020;19:00;691;709
29.04.2020;20:00;687;713
29.04.2020;21:00;681;710
29.04.2020;22:00;572;605
29.04.2020;23:00;349;336
30.04.2020;00:00;330;298
30.04.2020;01:00;317;296
30.04.2020;02:00;296;296
30.04.2020;03:00;329;298
30.04.2020;04:00;332;298
30.04.2020;05:00;353;338
30.04.2020;06:00;402;559
30.04.2020;07:00;621;710
30.04.2020;08:00;704;714
30.04.2020;09:00;586;611
30.04.2020;10:00;398;357
30.04.2020;11:00;366;295
30.04.2020;12:00;352;291
30.04.2020;13:00;342;284
30.04.2020;14:00;344;284
30.04.2020;15:00;340;291
30.04.2020;16:00;379;348
30.04.2020;17:00;650;689
30.04.2020;18:00;707;730
30.04.2020;19:00;707;738
30.04.2020;20:00;703;745
30.04.2020;21:00;726;744
30.04.2020;22:00;613;585
30.04.2020;23:00;366;345
