Datum,Uhrzeit,Generation_DE MÜN GT17[MW],Generation_DE MÜN GT18[MW],Generation_DE MÜN GT16[MW],Generation_DE MÜN DT15[MW],Generation_DE MÜN DT12[MW],Generation_DE MÜN DT19 neu[MW]
18.01.2020,19:00,0,0,0,0,0,53
18.01.2020,20:00,0,0,0,0,0,56
18.01.2020,21:00,0,0,0,0,0,54
18.01.2020,22:00,0,0,0,0,0,51
18.01.2020,23:00,0,0,0,0,0,46
19.01.2020,00:00,0,0,0,0,0,46
19.01.2020,01:00,0,0,0,0,0,46
19.01.2020,02:00,0,0,0,0,0,46
19.01.2020,03:00,0,0,0,0,0,45
19.01.2020,04:00,0,0,0,0,0,48
19.01.2020,05:00,0,0,0,0,0,51
19.01.2020,06:00,0,0,0,0,0,52
19.01.2020,07:00,0,0,0,0,0,52
19.01.2020,08:00,0,0,0,0,0,54
19.01.2020,09:00,0,0,0,0,0,55
19.01.2020,10:00,0,0,0,0,0,56
19.01.2020,11:00,0,0,0,0,0,57
19.01.2020,12:00,0,0,0,0,0,56
19.01.2020,13:00,0,0,0,0,0,61
19.01.2020,14:00,0,0,0,0,0,58
19.01.2020,15:00,0,0,0,0,0,63
19.01.2020,16:00,0,0,0,0,0,60
19.01.2020,17:00,0,0,0,0,0,56
19.01.2020,18:00,0,0,0,0,0,56
19.01.2020,19:00,0,0,0,0,0,56
19.01.2020,20:00,0,0,0,0,0,63
19.01.2020,21:00,0,0,0,0,0,62
19.01.2020,22:00,0,0,0,0,0,63
19.01.2020,23:00,0,0,0,0,0,57
20.01.2020,00:00,0,0,0,0,0,57
20.01.2020,01:00,0,0,0,0,0,61
20.01.2020,02:00,0,0,0,0,0,56
20.01.2020,03:00,0,0,0,0,0,52
20.01.2020,04:00,0,0,0,0,0,50
20.01.2020,05:00,0,0,0,0,0,52
20.01.2020,06:00,0,0,0,0,0,58
20.01.2020,07:00,0,0,0,0,0,80
20.01.2020,08:00,0,0,0,0,0,84
20.01.2020,09:00,0,0,0,0,0,86
20.01.2020,10:00,0,0,0,0,0,70
20.01.2020,11:00,0,0,0,0,0,62
20.01.2020,12:00,0,0,0,0,0,63
20.01.2020,13:00,0,0,0,0,0,64
20.01.2020,14:00,0,0,0,0,0,59
20.01.2020,15:00,0,0,0,0,0,68
20.01.2020,16:00,0,0,0,0,0,83
20.01.2020,17:00,0,0,0,0,0,89
20.01.2020,18:00,0,0,0,0,0,78
20.01.2020,19:00,0,0,0,0,0,65
20.01.2020,20:00,0,0,0,0,0,61
20.01.2020,21:00,0,0,0,0,0,60
20.01.2020,22:00,0,0,0,0,0,63
20.01.2020,23:00,0,0,0,0,0,66
21.01.2020,00:00,0,0,0,0,0,68
21.01.2020,01:00,0,0,0,0,0,64
21.01.2020,02:00,0,0,0,0,0,62
21.01.2020,03:00,0,0,0,0,0,63
21.01.2020,04:00,0,0,0,0,0,63
21.01.2020,05:00,0,0,0,0,0,63
21.01.2020,06:00,0,0,0,0,0,71
21.01.2020,07:00,0,0,0,0,0,81
21.01.2020,08:00,0,0,0,0,0,86
21.01.2020,09:00,0,0,0,0,0,81
21.01.2020,10:00,0,0,0,0,0,66
21.01.2020,11:00,0,0,0,0,0,63
21.01.2020,12:00,0,0,0,0,0,61
21.01.2020,13:00,0,0,0,0,0,57
21.01.2020,14:00,0,0,0,0,0,53
21.01.2020,15:00,0,0,0,0,0,75
21.01.2020,16:00,0,0,0,0,0,90
21.01.2020,17:00,0,0,0,0,0,72
21.01.2020,18:00,0,0,0,0,0,43
21.01.2020,19:00,0,0,0,0,0,41
21.01.2020,20:00,0,0,0,0,0,43
21.01.2020,21:00,0,0,0,0,0,53
21.01.2020,22:00,0,0,0,0,0,54
21.01.2020,23:00,0,0,0,0,0,53
22.01.2020,00:00,0,0,0,0,0,51
22.01.2020,01:00,0,0,0,0,0,49
22.01.2020,02:00,0,0,0,0,0,54
22.01.2020,03:00,0,0,0,0,0,59
22.01.2020,04:00,0,0,0,0,0,60
22.01.2020,05:00,0,0,0,0,0,57
22.01.2020,06:00,0,0,0,0,0,65
22.01.2020,07:00,0,0,0,0,0,77
